author_id,score
835,189.48216350615446356522172308837170498971212381553300358570588050198305968354092059754241632005404676838005857832716879746901314397174148953677824000
809,45.27130511611033269484081165659623678734852891423106419514645316882949308181066105342393545675461079865895179444927335396357302426203118258036736000
910,34.962724463201798091243992790523306127017317950698544668943268187639651143134369479140172942949018167236854051252164053724186665348517072989432169412
862,34.32763638021518216439515478105359216833114919344489804031190394756279323393007490445338725867796734753795849049587381980957942058978252624650240000
601,33.30840507204603524163033427120830754103978884368177997596708707851857539683746045139147021246073921046030345350451277866568799484520649949163520000
867,20.60694261604650582705090454681146071411186729713862062869577404370796965349151677541578092702054368499360911294418970508822178756636336208281600000
643,17.86070978940895268363994263776447346899411926464035521960364377826725906030883760218359491834615952986097655057220297231095802312040004234592256000
771,12.170635857768078263524071948140572091136119748471570322481367334298735793312911938368721781887738523419381323427039155640011149539057304510309522286
920,7.60628339070380798461600543745569656821232197278135703134407392178362807981380218671526697606407635986277513615425938491828133441032524869749760000
929,6.41743873202919480419788086510802026892970942760450570155435912696429704506012637908340512134418817419471711928253496028758154412946548368711680000
