slot,avg_ov,ov,rb_ov
1,0.2701190476190476,0.4,0.1947684151785714
2,0.47825396825396826,0.5,0.2739195808531746
3,0.23884920634920634,0.5,0.03213665674603174
4,0.23746031746031745,0.3,0.07893570188492063
5,0.22440476190476186,0.3,0.07078683035714287
6,0.32357142857142857,0.3,0.21977771577380953
7,0.358968253968254,0.4,0.20656001984126984
8,0.26603174603174606,0.5,0.01944909474206349
9,0.24107142857142855,0.3,0.07339099702380952
10,0.41730158730158734,0.4,0.2638516865079365
11,0.14357142857142854,0.4,0.006854538690476191
12,0.16746031746031748,0.3,0.0284148685515873
13,0.3265079365079365,0.2,0.6938678075396825
14,0.26730158730158726,0.4,0.02687251984126984
15,0.29968253968253966,0.4,0.1982173859126984
16,0.1015079365079365,0.4,0.002917286706349206
17,0.08567460317460318,0.2,0.004837859623015873
18,0.26746031746031745,0.3,0.19768570188492066
19,0.18650793650793648,0.3,0.06896546378968253
20,0.1746825396825397,0.4,0.013321552579365079
21,0.2507936507936508,0.3,0.19508153521825397
22,0.05789682539682539,0.2,0.0020166790674603177
23,0.3985714285714285,0.3,0.7041527157738094
24,0.578968253968254,0.4,0.7883308531746033
25,0.09833333333333333,0.4,0.0020182291666666664
26,0.2710714285714286,0.4,0.07973865327380954
27,0.4520238095238095,0.4,0.7084588913690475
28,0.2274603174603175,0.2,0.07883804563492064
29,0.17650793650793647,0.2,0.06886780753968254
30,0.2596825396825396,0.5,0.07331504216269841
31,0.03361111111111111,0.1,8.029513888888889E-4
32,0.03361111111111111,0.1,8.029513888888889E-4
33,0.4435714285714285,0.5,0.7199730282738095
34,0.1392857142857143,0.3,0.011890811011904761
35,0.06472222222222221,0.3,0.0012152777777777778
36,0.32535714285714284,0.3,0.20575706845238095
37,0.523531746031746,0.5,0.7110832093253967
38,0.3196825396825397,0.4,0.20446738591269842
39,0.4129761904761905,0.7,0.09951636904761903
40,0.3003571428571429,0.3,0.09638206845238094
41,0.5330952380952381,0.6,0.2374813988095238
42,0.30924603174603177,0.5,0.04069630456349207
43,0.4110714285714286,0.3,0.7046409970238094
44,0.3270238095238095,0.4,0.09908389136904762
45,0.32313492063492066,0.5,0.08377356150793651
46,0.5018650793650793,0.5,0.2746248759920634
47,0.07583333333333334,0.3,0.0014322916666666666
48,0.1394047619047619,0.4,0.004738653273809524
49,0.2265079365079365,0.2,0.19386780753968252
50,0.43396825396825395,0.4,0.2664558531746032
51,0.4314682539682539,0.5,0.2660652281746032
52,0.28535714285714286,0.4,0.08085472470238096
53,0.17857142857142855,0.3,0.02863188244047619
54,0.10817460317460317,0.3,0.005423797123015873
55,0.255515873015873,0.5,0.07119915674603175
56,0.0,0.0,0.0
57,0.0,0.0,0.0
58,0.17650793650793647,0.2,0.06886780753968254
59,0.39464285714285713,0.6,0.0863978794642857
60,0.01,0.1,9.765625E-5
61,0.10678571428571429,0.3,0.005152529761904762
62,0.0,0.0,0.0
63,0.11246031746031745,0.2,0.006442212301587302
64,0.06456349206349207,0.1,0.004523189484126984
65,0.0790079365079365,0.3,0.002331349206349206
