slot,avg_ov,ov,rb_ov
1,0.6880952380952381,0.7,0.4287248883928571
2,0.2928968253968254,0.1,0.6930648561507935
3,0.2928968253968254,0.1,0.6930648561507935
4,0.0,0.0,0.0
5,0.0,0.0,0.0
6,0.03361111111111111,0.1,8.029513888888889E-4
7,0.2928968253968254,0.1,0.6930648561507935
8,0.0,0.0,0.0
9,0.01,0.1,9.765625E-5
10,0.48579365079365083,0.2,0.8861297123015874
11,0.0,0.0,0.0
12,0.10956349206349207,0.1,0.026398189484126984
13,0.3028968253968254,0.2,0.6931625124007935
14,0.18718253968253967,0.4,0.013809833829365079
15,0.2140079365079365,0.2,0.19337952628968252
16,0.10956349206349207,0.1,0.026398189484126984
17,0.13246031746031744,0.2,0.0126922123015873
18,0.1928968253968254,0.1,0.19306485615079363
19,0.23650793650793647,0.3,0.19396546378968255
20,0.3794047619047619,0.4,0.26203031994047615
21,0.3756349206349206,0.4,0.2091641865079365
22,0.22773809523809524,0.3,0.03797433035714285
23,0.43579365079365073,0.2,0.7611297123015874
24,0.3028968253968254,0.2,0.6931625124007935
25,0.1491269841269841,0.2,0.015296378968253968
26,0.1428968253968254,0.1,0.06806485615079365
27,0.3574603174603175,0.2,0.6975880456349207
28,0.48579365079365083,0.2,0.8861297123015874
29,0.1428968253968254,0.1,0.06806485615079365
30,0.2265079365079365,0.2,0.19386780753968252
31,0.17857142857142855,0.3,0.02863188244047619
32,0.0,0.0,0.0
33,0.40246031746031746,0.2,0.7194630456349207
34,0.15746031746031747,0.2,0.028317212301587298
35,0.0,0.0,0.0
36,0.24079365079365084,0.2,0.19498387896825395
37,0.37746031746031744,0.2,0.7038380456349207
38,0.0,0.0,0.0
39,0.021111111111111112,0.1,3.1467013888888886E-4
40,0.10956349206349207,0.1,0.026398189484126984
41,0.03361111111111111,0.1,8.029513888888889E-4
42,0.3170238095238095,0.3,0.09898623511904761
43,0.3265079365079365,0.2,0.6938678075396825
44,0.1928968253968254,0.1,0.19306485615079363
45,0.2928968253968254,0.1,0.6930648561507935
46,0.2928968253968254,0.1,0.6930648561507935
47,0.2619047619047619,0.3,0.19529854910714284
48,0.06456349206349207,0.1,0.004523189484126984
49,0.0,0.0,0.0
50,0.0,0.0,0.0
51,0.42896825396825394,0.4,0.16333085317460314
52,0.3863095238095238,0.6,0.06035621279761905
53,0.48269841269841257,0.6,0.23517175099206347
54,0.518531746031746,0.5,0.2772290426587301
55,0.33396825396825397,0.4,0.09718501984126983
56,0.3613095238095238,0.6,0.04473121279761905
57,0.5696428571428571,0.6,0.7270228794642857
58,0.27218253968253964,0.5,0.07380332341269841
59,0.7404365079365081,0.9,0.34762524801587297
60,0.4882539682539682,0.8,0.21229848710317462
61,0.5430952380952381,0.7,0.23757905505952379
62,0.3481349206349206,0.5,0.0993985615079365
63,0.1691269841269841,0.4,0.015491691468253969
64,0.344484126984127,0.6,0.03938027033730159
65,0.23773809523809525,0.4,0.03807198660714285
