slot,avg_ov,ov,rb_ov
1,0.9722222222222221,1.0,0.9962022569444445
2,0.8380555555555557,0.9,0.8096788194444445
3,0.7811507936507937,0.9,0.9053633432539683
4,0.9412698412698411,1.0,0.9560236855158731
5,0.9382142857142858,0.9,0.9816964285714286
6,0.9746031746031745,1.0,0.9976903521825398
7,0.9532142857142857,1.0,0.9911690848214286
8,0.9646031746031746,0.9,0.9975926959325397
9,0.976388888888889,1.0,0.9983181423611112
10,0.9398809523809522,1.0,0.955752418154762
11,0.8696031746031746,0.9,0.9314468625992065
12,0.9788888888888889,0.9,0.9987087673611111
13,0.9219444444444445,0.9,0.9563368055555556
14,0.95,1.0,0.9547526041666667
15,0.9700000000000001,0.9,0.99267578125
16,0.9541666666666666,1.0,0.9568684895833334
17,0.8802777777777777,0.9,0.9381076388888889
18,0.9525,0.9,0.9828125
19,0.9888888888888889,1.0,0.9988064236111112
20,0.976388888888889,1.0,0.9983181423611112
21,0.9472222222222222,1.0,0.9805772569444445
22,0.9298809523809523,0.9,0.955654761904762
23,0.8830555555555556,0.9,0.8315538194444445
24,0.953888888888889,0.9,0.9830837673611111
25,0.8723809523809523,0.9,0.918643043154762
26,0.99,0.9,0.99892578125
27,0.9007142857142858,0.9,0.8571847098214286
28,0.95,1.0,0.9547526041666667
29,0.915,0.9,0.85830078125
30,0.9588888888888889,0.9,0.9924587673611112
31,0.8925000000000001,1.0,0.9323893229166668
32,0.9708333333333332,1.0,0.9959309895833334
33,0.9466666666666667,1.0,0.9511067708333334
34,0.8597222222222222,1.0,0.4957139756944444
35,0.8857142857142858,1.0,0.49790736607142855
36,0.924047619047619,1.0,0.973428199404762
37,0.9638888888888889,1.0,0.9831814236111112
38,0.9833333333333332,1.0,0.9964192708333334
39,0.9048809523809522,0.9,0.940029761904762
40,0.809047619047619,0.9,0.37020554315476184
41,0.9638888888888889,1.0,0.9831814236111112
42,0.9800000000000001,1.0,0.9927734375
43,0.9788888888888889,0.9,0.9987087673611111
44,0.9788888888888889,0.9,0.9987087673611111
45,0.9625,1.0,0.98291015625
46,0.975,1.0,0.9833984375
47,0.9857142857142858,1.0,0.9979073660714286
48,0.9888888888888889,1.0,0.9988064236111112
49,0.9833333333333332,1.0,0.9964192708333334
50,0.9454365079365079,1.0,0.9945979042658731
51,0.8833333333333332,1.0,0.4964192708333333
52,0.9566666666666667,0.9,0.9572591145833333
53,0.8807142857142857,0.9,0.9316638764880953
54,0.9330555555555555,0.9,0.9565538194444445
55,0.9563888888888888,1.0,0.9920681423611112
56,0.9638888888888889,1.0,0.9831814236111112
57,0.8708333333333332,1.0,0.4959309895833333
58,0.9732142857142858,1.0,0.9974190848214286
59,1.0,1.0,0.9990234375
60,0.9708333333333332,1.0,0.9959309895833334
61,0.9579365079365079,1.0,0.9950861855158731
62,0.9632142857142858,0.9,0.9973214285714286
63,0.9621031746031745,1.0,0.9972020709325398
64,0.9775,0.9,0.9984375
65,0.9800000000000001,1.0,0.9927734375
