slot,avg_ov,ov,rb_ov
1,0.40535714285714286,0.3,0.6995070684523809
2,0.1492857142857143,0.4,0.011988467261904761
3,0.23884920634920634,0.5,0.03213665674603174
4,0.4731349206349206,0.5,0.7087735615079365
5,0.47964285714285715,0.7,0.22712053571428573
6,0.6425396825396825,0.8,0.3014353918650794
7,0.5642063492063492,0.8,0.23789372519841268
8,0.6163095238095238,0.7,0.7359747023809524
9,0.26218253968253963,0.4,0.07370566716269841
10,0.27218253968253964,0.5,0.07380332341269841
11,0.3400793650793651,0.6,0.08197234623015873
12,0.5546428571428572,0.7,0.7114955357142857
13,0.25535714285714284,0.3,0.07450706845238095
14,0.4389682539682539,0.5,0.16342850942460313
15,0.10817460317460317,0.3,0.005423797123015873
16,0.7079761904761905,0.7,0.9156622023809525
17,0.46940476190476177,0.3,0.7619326636904762
18,0.2885714285714286,0.4,0.19800037202380952
19,0.4203571428571428,0.3,0.2719029017857143
20,0.631031746031746,0.5,0.7923657614087302
21,0.16746031746031748,0.3,0.0284148685515873
22,0.5069047619047619,0.3,0.8864443824404762
23,0.021111111111111112,0.1,3.1467013888888886E-4
24,0.1428968253968254,0.1,0.06806485615079365
25,0.01,0.1,9.765625E-5
26,0.01,0.1,9.765625E-5
27,0.0,0.0,0.0
28,0.01,0.1,9.765625E-5
29,0.31107142857142855,0.3,0.20464099702380953
30,0.10817460317460317,0.3,0.005423797123015873
31,0.19702380952380952,0.3,0.01721540178571429
32,0.5206349206349207,0.4,0.7310391865079365
33,0.0,0.0,0.0
34,0.5982539682539683,0.4,0.8925719246031746
35,0.25107142857142856,0.4,0.07348865327380953
36,0.20289682539682538,0.2,0.19316251240079363
37,0.5328174603174602,0.5,0.27834511408730156
38,0.3606349206349206,0.5,0.0998868427579365
39,0.24857142857142858,0.3,0.07915271577380953
40,0.3874603174603174,0.3,0.7039357018849206
41,0.3756349206349206,0.4,0.2091641865079365
42,0.448531746031746,0.5,0.22670820932539684
43,0.26107142857142857,0.3,0.07964099702380953
44,0.3856349206349206,0.5,0.2092618427579365
45,0.09456349206349206,0.2,0.010870845734126982
46,0.06472222222222221,0.3,0.0012152777777777778
47,0.13067460317460317,0.2,0.02671285962301587
48,0.31341269841269837,0.5,0.04281218998015873
49,0.5918650793650793,0.6,0.7684725322420635
50,0.2731349206349206,0.5,0.03950272817460317
51,0.4360714285714285,0.3,0.7202659970238094
52,0.8234920634920634,0.8,0.9301556299603175
53,0.668531746031746,0.5,0.9022290426587302
54,0.5173015873015874,0.4,0.7638516865079366
55,0.6579761904761905,0.7,0.7906622023809525
56,0.7622619047619048,0.6,0.9609514508928572
57,0.5473809523809524,0.6,0.23859747023809522
58,0.6479761904761905,0.6,0.7905645461309525
59,0.7092063492063492,0.8,0.429039558531746
60,0.7659920634920634,0.8,0.7993939112103176
61,0.5067460317460316,0.6,0.7095765128968253
62,0.5943253968253968,0.7,0.27481708829365076
63,0.7325396825396826,0.7,0.8013377356150794
64,0.3357936507936508,0.2,0.26112971230158727
65,0.966388888888889,0.9,0.9982204861111111
