slot,avg_ov,ov,rb_ov
1,0.5182539682539683,0.4,0.39882192460317456
2,0.03361111111111111,0.1,8.029513888888889E-4
3,0.1928968253968254,0.1,0.19306485615079363
4,0.0,0.0,0.0
5,0.0,0.0,0.0
6,0.0,0.0,0.0
7,0.0,0.0,0.0
8,0.0,0.0,0.0
9,0.10956349206349207,0.1,0.026398189484126984
10,0.0,0.0,0.0
11,0.0,0.0,0.0
12,0.0,0.0,0.0
13,0.0,0.0,0.0
14,0.44579365079365074,0.3,0.7612273685515873
15,0.0,0.0,0.0
16,0.1928968253968254,0.1,0.19306485615079363
17,0.6289682539682541,0.4,0.9133308531746033
18,0.0,0.0,0.0
19,0.0,0.0,0.0
20,0.24079365079365084,0.2,0.19498387896825395
21,0.1928968253968254,0.1,0.19306485615079363
22,0.047896825396825396,0.1,0.0019190228174603176
23,0.0,0.0,0.0
24,0.0,0.0,0.0
25,0.0,0.0,0.0
26,0.0,0.0,0.0
27,0.0,0.0,0.0
28,0.0,0.0,0.0
29,0.0,0.0,0.0
30,0.0,0.0,0.0
31,0.0,0.0,0.0
32,0.0,0.0,0.0
33,0.0,0.0,0.0
34,0.0,0.0,0.0
35,0.0,0.0,0.0
36,0.0,0.0,0.0
37,0.06456349206349207,0.1,0.004523189484126984
38,0.0,0.0,0.0
39,0.0,0.0,0.0
40,0.2928968253968254,0.1,0.6930648561507935
41,0.0,0.0,0.0
42,0.2928968253968254,0.1,0.6930648561507935
43,0.0,0.0,0.0
44,0.0,0.0,0.0
45,0.0,0.0,0.0
46,0.0,0.0,0.0
47,0.0,0.0,0.0
48,0.0,0.0,0.0
49,0.021111111111111112,0.1,3.1467013888888886E-4
50,0.0,0.0,0.0
51,0.4870238095238094,0.3,0.7302362351190476
52,0.46940476190476177,0.3,0.7619326636904762
53,0.32357142857142857,0.3,0.21977771577380953
54,0.10956349206349207,0.1,0.026398189484126984
55,0.2928968253968254,0.1,0.6930648561507935
56,0.0,0.0,0.0
57,0.21813492063492063,0.4,0.017530071924603177
58,0.4768650793650793,0.5,0.16524987599206348
59,0.7423809523809524,0.6,0.8047433035714288
60,0.20289682539682538,0.2,0.19316251240079363
61,0.1741269841269841,0.2,0.030921378968253962
62,0.09456349206349206,0.2,0.010870845734126982
63,0.5449206349206349,0.5,0.732252914186508
64,0.06456349206349207,0.1,0.004523189484126984
65,0.0678968253968254,0.3,0.0021143353174603173
