slot,avg_ov,ov,rb_ov
1,0.6714285714285715,0.7,0.4261207217261905
2,0.2928968253968254,0.1,0.6930648561507935
3,0.2928968253968254,0.1,0.6930648561507935
4,0.0,0.0,0.0
5,0.0,0.0,0.0
6,0.047896825396825396,0.1,0.0019190228174603176
7,0.2928968253968254,0.1,0.6930648561507935
8,0.0,0.0,0.0
9,0.03361111111111111,0.1,8.029513888888889E-4
10,0.48579365079365083,0.2,0.8861297123015874
11,0.021111111111111112,0.1,3.1467013888888886E-4
12,0.13067460317460317,0.2,0.02671285962301587
13,0.3265079365079365,0.2,0.6938678075396825
14,0.20384920634920634,0.4,0.016414000496031745
15,0.2140079365079365,0.2,0.19337952628968252
16,0.1428968253968254,0.1,0.06806485615079365
17,0.22857142857142856,0.3,0.07290271577380952
18,0.1928968253968254,0.1,0.19306485615079363
19,0.24761904761904757,0.3,0.1941824776785714
20,0.390515873015873,0.4,0.26224733382936505
21,0.38396825396825396,0.4,0.22218501984126984
22,0.27535714285714286,0.3,0.08075706845238095
23,0.43579365079365073,0.2,0.7611297123015874
24,0.3140079365079365,0.2,0.6933795262896825
25,0.1841269841269841,0.3,0.031019035218253964
26,0.1528968253968254,0.2,0.06816251240079366
27,0.36746031746031743,0.3,0.6976857018849206
28,0.48579365079365083,0.2,0.8861297123015874
29,0.1928968253968254,0.1,0.19306485615079363
30,0.23650793650793647,0.3,0.19396546378968255
31,0.24107142857142855,0.3,0.07339099702380952
32,0.0,0.0,0.0
33,0.40246031746031746,0.2,0.7194630456349207
34,0.1741269841269841,0.2,0.030921378968253962
35,0.0,0.0,0.0
36,0.3024603174603175,0.2,0.21946304563492064
37,0.40246031746031746,0.2,0.7194630456349207
38,0.0,0.0,0.0
39,0.03361111111111111,0.1,8.029513888888889E-4
40,0.10956349206349207,0.1,0.026398189484126984
41,0.03361111111111111,0.1,8.029513888888889E-4
42,0.3370238095238095,0.3,0.10523623511904762
43,0.3265079365079365,0.2,0.6938678075396825
44,0.1928968253968254,0.1,0.19306485615079363
45,0.2928968253968254,0.1,0.6930648561507935
46,0.2928968253968254,0.1,0.6930648561507935
47,0.24761904761904757,0.3,0.1941824776785714
48,0.06456349206349207,0.1,0.004523189484126984
49,0.0,0.0,0.0
50,0.0,0.0,0.0
51,0.42896825396825394,0.4,0.16333085317460314
52,0.4196428571428571,0.6,0.10202287946428569
53,0.436031746031746,0.5,0.22621992807539684
54,0.4515873015873016,0.4,0.2347594246031746
55,0.3103571428571429,0.4,0.09647972470238095
56,0.3501984126984127,0.6,0.04451419890873016
57,0.45714285714285713,0.6,0.22653459821428573
58,0.298968253968254,0.5,0.07540767609126983
59,0.7404365079365081,0.9,0.34762524801587297
60,0.4715873015873016,0.8,0.20969432043650796
61,0.5430952380952381,0.7,0.23757905505952379
62,0.3481349206349206,0.5,0.0993985615079365
63,0.2070238095238095,0.4,0.01731305803571429
64,0.344484126984127,0.6,0.03938027033730159
65,0.21773809523809523,0.4,0.03182198660714285
