slot,avg_ov,ov,rb_ov
1,0.33468253968253964,0.5,0.1992916046626984
2,0.5928174603174602,0.6,0.7341719370039682
3,0.18968253968253967,0.5,0.00814577132936508
4,0.37702380952380954,0.4,0.2240838913690476
5,0.22190476190476188,0.4,0.07039620535714287
6,0.41035714285714286,0.4,0.2657505580357143
7,0.3931349206349206,0.5,0.21502356150793647
8,0.3925793650793651,0.5,0.20736297123015873
9,0.3470238095238095,0.4,0.10533389136904762
10,0.4317460317460317,0.6,0.22520151289682538
11,0.163015873015873,0.4,0.0054439484126984124
12,0.20107142857142857,0.4,0.02921781994047619
13,0.4836904761904761,0.3,0.7630487351190476
14,0.35257936507936505,0.6,0.08246062748015873
15,0.6375396825396825,0.7,0.735191902281746
16,0.4493650793650793,0.6,0.1492342509920635
17,0.21190476190476187,0.3,0.07029854910714287
18,0.2451190476190476,0.4,0.1937918526785714
19,0.5415873015873015,0.5,0.7286070808531745
20,0.6868650793650792,0.6,0.9153475322420636
21,0.348968253968254,0.5,0.20040767609126983
22,0.17650793650793647,0.2,0.06886780753968254
23,0.33535714285714285,0.4,0.20585472470238095
24,0.587579365079365,0.5,0.7735088045634921
25,0.44948412698412693,0.5,0.11167844742063492
26,0.43507936507936507,0.6,0.14811817956349205
27,0.6123809523809524,0.7,0.7168201264880952
28,0.4836904761904761,0.3,0.7630487351190476
29,0.26107142857142857,0.3,0.07964099702380953
30,0.39369047619047615,0.4,0.2631463913690476
31,0.19523809523809524,0.3,0.031236049107142855
32,0.37440476190476185,0.3,0.6957868303571427
33,0.5329761904761905,0.7,0.2750372023809523
34,0.30218253968253966,0.6,0.08015097966269841
35,0.3169047619047619,0.4,0.13654203869047618
36,0.26218253968253963,0.4,0.07370566716269841
37,0.578531746031746,0.6,0.7330558655753968
38,0.4514682539682539,0.5,0.2723152281746032
39,0.41369047619047616,0.6,0.20767764136904762
40,0.3606349206349206,0.5,0.0998868427579365
41,0.5618253968253968,0.8,0.15567646329365079
42,0.3413095238095238,0.6,0.03848121279761905
43,0.3985714285714285,0.3,0.7041527157738094
44,0.40174603174603163,0.6,0.10645151289682539
45,0.44492063492063494,0.5,0.23225291418650792
46,0.4871428571428572,0.7,0.1244838169642857
47,0.18412698412698414,0.5,0.005758618551587302
48,0.295515873015873,0.4,0.19610150049603173
49,0.2265079365079365,0.2,0.19386780753968252
50,0.3765873015873015,0.4,0.0941344246031746
51,0.5849206349206348,0.6,0.7703714037698413
52,0.3726984126984127,0.5,0.06580326140873016
53,0.32313492063492066,0.5,0.08377356150793651
54,0.2596825396825396,0.5,0.07331504216269841
55,0.26535714285714285,0.4,0.07460472470238096
56,0.08456349206349206,0.1,0.010773189484126982
57,0.08456349206349206,0.1,0.010773189484126982
58,0.21873015873015872,0.4,0.06949714781746032
59,0.48964285714285716,0.6,0.15254371279761905
60,0.25202380952380954,0.4,0.039188058035714284
61,0.29440476190476195,0.5,0.19598214285714283
62,0.08567460317460318,0.2,0.004837859623015873
63,0.2631349206349206,0.6,0.03335038442460317
64,0.047896825396825396,0.1,0.0019190228174603176
65,0.14912698412698414,0.4,0.009241691468253968
