slot,avg_ov,ov,rb_ov
1,0.2701190476190476,0.4,0.1947684151785714
2,0.38492063492063494,0.4,0.10715525793650793
3,0.09833333333333333,0.4,0.0020182291666666664
4,0.23746031746031745,0.3,0.07893570188492063
5,0.1976190476190476,0.3,0.06918247767857143
6,0.31246031746031744,0.3,0.21956070188492066
7,0.33218253968253963,0.4,0.20495566716269842
8,0.2517460317460317,0.5,0.018333023313492066
9,0.24107142857142855,0.3,0.07339099702380952
10,0.35718253968253966,0.4,0.22058066716269842
11,0.09150793650793651,0.3,0.002819630456349206
12,0.16746031746031748,0.3,0.0284148685515873
13,0.3265079365079365,0.2,0.6938678075396825
14,0.25063492063492065,0.4,0.02426835317460317
15,0.3196825396825397,0.4,0.20446738591269842
16,0.1015079365079365,0.4,0.002917286706349206
17,0.047896825396825396,0.1,0.0019190228174603176
18,0.2574603174603175,0.2,0.19758804563492063
19,0.18650793650793648,0.3,0.06896546378968253
20,0.18718253968253967,0.4,0.013809833829365079
21,0.26746031746031745,0.3,0.19768570188492066
22,0.03361111111111111,0.1,8.029513888888889E-4
23,0.3874603174603174,0.3,0.7039357018849206
24,0.553968253968254,0.4,0.7727058531746033
25,0.10261904761904761,0.3,0.003036644345238095
26,0.26107142857142857,0.3,0.07964099702380953
27,0.44202380952380943,0.3,0.7083612351190475
28,0.2274603174603175,0.2,0.07883804563492064
29,0.17650793650793647,0.2,0.06886780753968254
30,0.23857142857142857,0.4,0.07300037202380953
31,0.021111111111111112,0.1,3.1467013888888886E-4
32,0.03361111111111111,0.1,8.029513888888889E-4
33,0.4769047619047619,0.5,0.7616396949404762
34,0.12817460317460316,0.3,0.011673797123015873
35,0.0790079365079365,0.3,0.002331349206349206
36,0.31107142857142855,0.3,0.20464099702380953
37,0.523531746031746,0.5,0.7110832093253967
38,0.3196825396825397,0.4,0.20446738591269842
39,0.34464285714285714,0.6,0.04212704613095238
40,0.3003571428571429,0.3,0.09638206845238094
41,0.5330952380952381,0.6,0.2374813988095238
42,0.28924603174603175,0.5,0.03444630456349206
43,0.4110714285714286,0.3,0.7046409970238094
44,0.3270238095238095,0.4,0.09908389136904762
45,0.3481349206349206,0.5,0.0993985615079365
46,0.5268650793650793,0.5,0.2902498759920634
47,0.09011904761904761,0.3,0.002548363095238095
48,0.15051587301587302,0.4,0.0049556671626984124
49,0.2265079365079365,0.2,0.19386780753968252
50,0.46492063492063496,0.4,0.27017609126984127
51,0.4314682539682539,0.5,0.2660652281746032
52,0.25202380952380954,0.4,0.039188058035714284
53,0.19523809523809524,0.3,0.031236049107142855
54,0.09567460317460316,0.3,0.004935515873015873
55,0.2319047619047619,0.5,0.07049386160714287
56,0.0,0.0,0.0
57,0.0,0.0,0.0
58,0.1640079365079365,0.2,0.06837952628968254
59,0.39464285714285713,0.6,0.0863978794642857
60,0.01,0.1,9.765625E-5
61,0.06472222222222221,0.3,0.0012152777777777778
62,0.0,0.0,0.0
63,0.07456349206349207,0.2,0.004620845734126984
64,0.06456349206349207,0.1,0.004523189484126984
65,0.0790079365079365,0.3,0.002331349206349206
