slot,avg_ov,ov,rb_ov
1,0.24761904761904757,0.3,0.1941824776785714
2,0.0,0.0,0.0
3,0.0,0.0,0.0
4,0.0,0.0,0.0
5,0.0,0.0,0.0
6,0.0,0.0,0.0
7,0.0,0.0,0.0
8,0.0,0.0,0.0
9,0.0,0.0,0.0
10,0.0,0.0,0.0
11,0.0,0.0,0.0
12,0.021111111111111112,0.1,3.1467013888888886E-4
13,0.0,0.0,0.0
14,0.06456349206349207,0.1,0.004523189484126984
15,0.0,0.0,0.0
16,0.1428968253968254,0.1,0.06806485615079365
17,0.08567460317460318,0.2,0.004837859623015873
18,0.0,0.0,0.0
19,0.021111111111111112,0.1,3.1467013888888886E-4
20,0.17650793650793647,0.2,0.06886780753968254
21,0.047896825396825396,0.1,0.0019190228174603176
22,0.19079365079365077,0.2,0.06998387896825398
23,0.0,0.0,0.0
24,0.0,0.0,0.0
25,0.0,0.0,0.0
26,0.0,0.0,0.0
27,0.0,0.0,0.0
28,0.0,0.0,0.0
29,0.0,0.0,0.0
30,0.0,0.0,0.0
31,0.0,0.0,0.0
32,0.0,0.0,0.0
33,0.0,0.0,0.0
34,0.1741269841269841,0.2,0.030921378968253962
35,0.0,0.0,0.0
36,0.10956349206349207,0.1,0.026398189484126984
37,0.10956349206349207,0.1,0.026398189484126984
38,0.0,0.0,0.0
39,0.0,0.0,0.0
40,0.10956349206349207,0.1,0.026398189484126984
41,0.0,0.0,0.0
42,0.08456349206349206,0.1,0.010773189484126982
43,0.03361111111111111,0.1,8.029513888888889E-4
44,0.0,0.0,0.0
45,0.0,0.0,0.0
46,0.0,0.0,0.0
47,0.0,0.0,0.0
48,0.0,0.0,0.0
49,0.0,0.0,0.0
50,0.0,0.0,0.0
51,0.2524603174603175,0.2,0.09446304563492063
52,0.288968253968254,0.4,0.07531001984126984
53,0.2619047619047619,0.3,0.19529854910714284
54,0.19412698412698412,0.2,0.03717137896825397
55,0.1528968253968254,0.2,0.06816251240079366
56,0.1927380952380952,0.4,0.016196986607142857
57,0.22646825396825396,0.4,0.030550905257936505
58,0.17650793650793647,0.2,0.06886780753968254
59,0.5496428571428572,0.7,0.277641369047619
60,0.4236904761904762,0.7,0.20777529761904762
61,0.16718253968253965,0.4,0.00755983382936508
62,0.12912698412698415,0.2,0.009046378968253967
63,0.047896825396825396,0.1,0.0019190228174603176
64,0.15746031746031747,0.2,0.028317212301587298
65,0.1841269841269841,0.3,0.031019035218253964
