author_id,score
927,0.381108224476234106830758573259425948322336947244796183780168942775374
629,0.307512600781524579972135123045822463774713889493521381263441380627214
695,0.140175843353244693167374550436396509429014743603200933689658496822241
823,0.109286291157988570795884772752720370686880066253984152177699179407160
959,0.075563354392472979060991922900880881437238229980237440871825766576312
813,0.070988882812649164605925470790515714044129998324283703469279387594098
1017,0.051006568299338111458037401927607722277196072959413722874376456107880
896,0.043844364537592557634755192882854366436925369260221068587405873122488
1066,0.029344079974456862411598923967271643868373317775639874163421057804858
984,0.026798644553613308093988320147356829563890749442611222047387230488848
