author_id,score
1393,64744.9768167104333979706156298358012000958446711991829855472587109133446855053834971342361762247405501829367294949082181736921404300219673115860626873000898770569460341743088275026102187588548628734955302964354942065777005710360315768063621226866742569208969386991898371713131931915621064128899778186654531300160052560547080158509022605216560465477047515935295790948300558441804561381264203826923334264806545730942030898014335481956722484991164404101137183026713939528316266324100023375934001475972576891605751051145642981105167193466987762925571078603792183352769667856854574743362771534080009351037543347765951718637640736833647343974406552073610107192850568113386099036189679047501836688053784141376529210870530994418943012762781477188563356267077059891212636139414626603832464562923827694874680429273831887833903667576751783864185882892614121844895104155816208084450329411718800787981712605944418195189697830413645372509875915718760734198744733095963489483631921836842017698152206968901662754791575825892585448492976026460059185126988121177830332444039856469341251493778278593503690114953002809078782701210074538127345639739048654018635602559971085408004261267862925893819736965617023951871742560753545766457454246663594669053909330625738729778257841931390569039640590228771505853296647193745362384785121413927066756926848096453891893257590438342957293515910577374659319748927256610419528126130076943400699315095901315751133074608428979584712947294022718377883126477306851575350715486431623971266136162803793304304900691472444695760927200885534513150150450837383111438607721746156548799207666169922858038630300129357905526593562381645232353415668210368550518233391725829345242848303398158309132106060918336773907045324731652187610878953564322227411521910881973188666851328000
702843,48491.2436176517433609382022338086651290163524827937352993643777130399962937959090953425372045789234407421844257101736818466216222980582644677360366755991770508328461259879425843765048818047813610719943059688810770462846068388132588130445559121311868490338252978444753221799350396806628456863758729940765123976207759855916548933749320351293170255964876688512837482464333863694392531021666342527743470626301631532885978238316441874255682799400167265509065644143181090096883605054588645159990989673462645848766183522574804011650817994343940082434048598627586717498959367653243228915304785672722128949024232899910532207247960246639148925283882383074460429203166232822099145026139572473245125807417310884269089851473602913590552024314353469541556818255278023721064269080609496987594740833217782614236188320985189682351918383195340420084282151069041182767048197622703708541477299761408010733152433369458259196254187139105068001833792234383624927477040887553237219849930134898201810463555571550022938135148999553007760245145161316263858339621029885291777909533457525300809797724727715014414696586486066304667638049194054782817521467555520753052804248807217882715392936071972413180974710052460980364747672147032056120916138559847928456564752630277702758047052546130806806306413579969887914698066835502963256886334232434368235235158052240144492429200331321079076658609931324463693709343521406458864707720872837201772964290553904268178333477254213862078427346934137408873285029138244270243601263566468778698460596740465435523973924185407086699944162994356739607700089082152234855136791353692227821215065817141400837781121064842962791135052265228474219867752559031740861202649963091669866184517535491858340951039870815717755615885234352805830555384959572788457519607717849229187572406681600
702774,26485.69555831845240278640670025013649907725436172555890668638833962243426515052684118509620702351094989626575422439726375452458664937878331134560033024189660048135716138084302774199048215368183891579599221898031977231652076891319749191220014380435881213747551775962331011154060396067949719490739328664729533780428475580157023157199542699615260526838859342760008952794295148016602067229332792758849330878847055660034286541319618796392355691908063301193951167857871621213902351321593440904734783166923383219524642890389115845330367643993126964800889817181199725841480440805118662387388113447691449973766452355287931708973150781426452514463875705564142286835717978258866899393688721380398702954013092835410510421022716843627007852480326856761267200242560109978188993255727917275943941048322946882232503074321489775328145391158637588672513275120443412001890772152901233892573192650389248002647640910447130001798088298920901021518752060684387860798333334351800913492924024172270145753550871153628369624607550044034965506527870521849459518025294752791935730117675598604290701252352607095208179101010497797494580841625476242069312042428525281200958103765871740323454308568359773036031017925251168541207054705670325506971194800880955551679244832873893524383847366104729013845918758767349396379366495907547140290554799706939288586025795276391678370268258310192441156480979816080110642458446469879269891713680987004586700462210515825643210049094856116906642354846327662261806000364413337569818206162590781856624210740761178889902079499273501285126162118378886959756491603616771628691654498314776438209763168094124234447193064251593743815542438550431112343359366428842029451341748662816021406024136679632774513824118072050036274544584397303553705435495296446682642910281728000
702726,11878.04964806971044546132296319833523074572729946228697429315821087379116314087318684261377617603295635137023253118916516500017761613916357111832690113631536884472339567597360138200241873474989637324905443448827121100348787178011328790091029198679313942595147577483816971240979064549761000738035128718591533685279446358745171516750061169793765446148047064242216269165220636537994995147002421698941424131183312673409900667985897439095787198768494485543457193800517668726592502479113849946954036002182547243330350826819259326710323580537800247040856803913372378464062170648436194390736767162316151818871330734241384964216922453421567626989065173579763373352681332850408778007234627984693987586301456649336904637543933923896008270400396042719143018048309567514734382492878761165398023791898083460827418533870650578056963101173961865943599164368030347328871814429114062782771901917713518745060722741880341547449200479437358089105689230744198455892481905692673316513033214448975465975203488516986930269199538611339392521786638558018153960016718462547926990991469263830066105669935327622041965466662163581966269243868892080148275882068760507202185344225350247833703605484643357114000429310914437191324230419514642631868616741414150628433204372935613152270698015113853408600363272769069691009219252969275290179974243967317909329505629439537477882101614841894809232817398106249732929966947322618489766276419239298168027186018769060129333260904922714608270903843104339331068204211814126164503953305467459759904782304850286736496482850143465634694396506314588507291456438097079537228958476041384110558880669128896401391624352816303407324733523251226798857076880704100562993774636788743329163170233874308481072947582775857008843331073762251180071310980994442994943711701549786340626373017600
748004,9964.1172234482271590381567500292082961792791933522344735761413389017072764532542170817197002055961892999740852546628626534045475885831519415519462617815271340849356484895880186590424484029972743691136011948172417452538730825712118726510928921723330761053056264684811997786887708949878462632476691532420551533060964798488070273579460020965139620387133293579140646516214366699108933019640512717640466412295972351738259682324037941125709015049118507653150811693276360207715257959999817222930560145191437228890055173888287646628267160534186175130300836957767984241648555318109227480608111612061039045374841365810437571821189467651924929060906983132489001636285054674839369197391058505569088161999040990823625573098158771654760891471862850729323589098824867599382446148806688056587786442472794951829525138000916086937641519531852896154997404755545097567536945241882976537778562515155657746571827796960928906828639450666481479186959315583578678925097167408075954896835220897831751980877987277998324313309666049517551354699993878359421084263137363996652334287823773091179990322981904777207137900488904445768132191279867622257889682603145233803747135015264326382866714542496946171081769261855321416952447395980251014379996669320516710421204582663783735691223150808613263113413622059557028364768146925728542694019239215170103678583265365228203940702154280654108903704638551333740051124337943278942147923719128636554354331858096427848268725894007538688960552251967772804411651376989857857567313154483756726086839353142263635597918021448610848317200671097564785812913511267916529154122477182618827756832518039712999346081303613321433410769458436462159009418328688346254855769489156388768693637746596331888672681402555207856074117063855387412925282731736971714494730686699248036981663334400
702776,6553.3706172709161031240075198580558097495540220135893646551521152723939840128789975890205651069147577352756928991746462220444716805218543325324112725699782671958173089757749924011442012116133875695672167174842278102931345391825462944089340698528103611084404657098240829530583070110780484324184540305560706178695655365645406874713782347655087117518619106232644328311856334205985544707508619522952850442169586742541858858764472111064654677895277268751586445364659480467247455839289903815034652387853324323666106057840500452642192586945627543670209880814752537463323497256447792101274840751788858279598858774062952285457759196682344807477696861804199205771908075136083402750167453930136486124357846706874445086136611070144433814392040140198073001700203844947141926234481107034432049838321766889355319584939496250158238996042470151318504331960426084934216677411947282483658911196790180402723749992454829341614607921641180924601954885776375977766369816686718629016830143262053906229525953467479365872743604636189535553939175804373991447489330096123814168692710070073459609570175791493267338608277449107236216670194875804974975822207259693523876376515484075417002244052363191764903581587074166319159271562845757312237012608300316584782868024819319079199874306906652574503522711453954993913298416735831442972462559347721941137248792815070807579161230971982587671846656970162658575687802637028548496059979768593951606209006629177316213702258470036017679486849222117664882259741989249413248401836010427083497442691089194044015386789904570842962441088570926738464060319829158430784445022093247700594416373114052474916595114479672888781874854954311091212114567493034822456156085244880536879991352656313711009224392223857913716656174852575428937536779649222445361394013752190637370979123200
702864,5293.18710639013039559980062264242687081894362947912817980120774869503180322690289492611379107600478041301273024607066715854554822137184199801429580520583005815147156361650750112015814749727576669254780129749027662556018814823954773793123999823515112813155120098815125747256487219477856703357530284084161519977191502925177480667583200778336132044245247314348151811339127410920418745483607282265769717718649441853181954399825292821115396449830867553324227336955021448207895381549738507838705202999058201962705294828352567415797192480218139302478097713447918504905633042296900806839604000796622180934573932812802429701438621314231008781091157538733260993411729547225745310967100777075751822848893225181834429557565558498812322456236635186640121937192412263484597831217062993571724725329059285732526595256934359673841386592147515292176221994416828761264582746577218180496944718761175005734968539185694658336902680195248479244161350083380555111677112467848958259378085439510048506609669746000628388259896269113650024978017618598005680741566579871105907043462014689707426950085424989059729835783798417334449557229217761933770819863037292179249455602691755582893840141435430603913095659453855675728466825508474486680102471255864137326904970913877542079263520269042590351627127268456514487616931175340927176685703175017092447396363455741250086387959564874694438140133243883058913962751651919893800639082714191915676620767502618982137855473370520088734454028560557414065203424680173761298651080058752173573708253737769868076401768806148084673414458528983294540180753042106780534407866129369722844501727917554796399106714673807968087347048268067092536805142088658798170169573715200109659506881535906181694068205370084649112477621627076409089008423362305142521668989406028980336928279756800
702858,4136.22453291549555423925274948078797890207641016689313144033227764889371206869312311363603256456155569179664294877021343818228167413151786130950319615684885692258139355203399292409105121231495002797948630326061286850899374149753485605267035278456670427049035777453793686433935945398463073525862279399703287864820812645095789642557867970507499075553720015696113946325240831256818042118610487591286791318363336748601742274301685098063354764088161068889205678651904484020699594354174301741871473012774955783528399623750962809283100220365260952206812436529725142370120946540993158131249881442435049424038417917019269413203766816098517230567921871587660314376419690776527381289329143848450884737341052838957688303640592416895121039615939374577236884554616792665390345157073997622588606542179803911995756619008232860308934052970595626938847437338324241115014347989370344659770070466811845881764478262381072991270082692831328947861460520213207719733661858853146093222468000060442135268128121249835119681114178169717731347421234467534564373955973779440696893416947496219228094711258611716406676932661868100729342321582938696006771211961619185172613019257272333068553487613549825916689340972388608248494223269606933151962203160348112028325851700210173432056390930596829780911320440411422659234538828540645956214285383424183360040719099987052706314725084994825776852570705379756499154095988625662262770941956522604028977574304027970848406667099024261759042844780757632213510420569423957755027484566834210840205502703313835688646734032491887504277810497860413204285585888406441139290987502121184202947610684312561049253406710768595926704106226334346203445695787124533260956720321162177750558632807125394289991660031598364900668819683215538811789967047877160431920503217825350943860850688000
1337,3911.17435573162147467898497642402129928073845114883054418389053300844971471781692269136151580182204782202132480810841400428501517021143483444749366097853459792502152969361140596538832381533588307058948597377089283533737431871988749187069904274779408181333121670549640667784363438286653007635688049704910843354365514723504483452290143438796474768599768221497799945692423871135998550597754040978538548046318776327457843186689640693941771151680184052944238623048333192714374424278344163932654552881833616898327028332756829770487068978972993124804344405348026151489060480709085771395420828803303674900969644979435941508171146324048750347242902707395140900735394641732764166481413995112458941174097146360927026834509009276532304856865516484461023829644145563760545554659114970243135519385389777831144018417705027324285770814922369226282986732379540029926207091589630332362133119923746938483771792941073719873327325091197897771270579786529696506404874632726255446849370355491035614767786864565632263837700393074201979579136361059045540510034294440860309487803077660677343941776232889323549227669022311683808080782840129315366964831382786432822234784107582473877968785118619983576361148899685203812099232215540506209351177446370863484231642268922299308689400290332041097501836701137343087314920734885300070129795197980328027327485286890194748900260483160954998073025945826107284453865750128995258851092878995441657252929265678416935851575235005449464792039694941982027363929217979933141364461965960210611938759057369260413305106595686139819097801353150599742920757686438711981222827715477127133130247554152624725494022561312039660694795217686653949541516854945521802462893446185584972203833289649747723159298494179437511642105779390153175516999304611026272370279296594166308016016588800
704325,3721.54542953118347564539470629406004048449358893758341346851346692703079861207027930744083426632022153580355237564256788961484215234316050165620852845203814627790499750237147496201406727659730106626564154736307933555825780718946472029641468393052159245462452968736014556122803477652709346208415547523739364588653714977082994626606451926343251382432159785343033638771952460508446055319637228158435261836198176605938985473916777540422344361145123573411837087566151380190368737109808335644000047388508848565060040959783840426147649593353019668283216302453896867268593151467523366195186898439003693327019477931962627874972311499014053627959096938488961896327018958936554503669518011852549774153429870203033213949207081964427370582408278557495091741152870422380548439311887031201931314677492279031362904872244645387192374666692296174289928590775434491300522715525264239947583942401347766479529144293353810039257078234008917697028566878216502801337933847472165304442734153843549058507154010982749403663560004818970636475144645654081511638199141367044981011484186104057402162486256946367046430156851091440497078788017442934285814821219474271909837795282735507748744799449078416730025286093659183906029887146403198696124304355767722351220920444997847131626729171465191191867528087076092575146720866663757708024896592805382206057443393302443935799988781687311384151586082076940229814924159653913046469388138628031812649490786827787770580066133352884439290070872733004031434099541385404409508737301214348730617492551688956152362950789342069406796553900578350251142822366512915223577026756149266326583625308875766603751945048729146757309346127808515601158995503706171151279030047631829168061336045218187742517949109204081421038627569782615048879108583093245760503810815786556103969053081600
