author_id,score
963,809.4492639244187773181479680860663863657743549709091811419543526589852493032431627436376647417205262449223514084372814550028428712831496500981451261600941361759797707196190697132786240
652,182.34640099819056854708296875871715010200777456571181288312919428527921602435641916146083904280088505382313879608956776118481113790696870994753035594679537030950712427809973814493063840
637,105.14965263664737017768026108918214461390902001353570371552667808483775647048748435977658060209851106349920521981250047665450762854166955513632316915918102761937554828968228031386541760
835,90.54931421882534041305436009155165444647746734102925992123141962158975396345185363394239885924583300466489644157760676214818884533374090285083867000874852966531643522735165507917272240
813,90.32496800026629093067539213320893647434214561595947266391229856358632444240331443825765446789225209829041847332102765297876047200515026171775114931628941424728873697043337064037943440
881,84.65873321057539994835323812725391758605339769712913414270251387098988247214689959199410930464986962426967176899588048591295556909134261531566369595411461294020483385243093014853416880
629,82.22736110345988871760575105872427915210091791731750753874088123382490144861316543288648536021916616446303913044219873189034508462876004368588084352092850186160077232092929831184058240
602,75.6687315371927712853757439405061180800481697437503370105570707201071891731338351797864861063790322578904938144969951756361177832516594198303522568342101444958877067731343485424828400
862,74.96987441769845047622506383509598640137798179639794154161083384769298939822146495049782920126011821586160740879718832419185356572096298925601451871347576486628428219484048810531232720
621,62.46937260351040584388522195288514001757872644504699155691522363436435257288210010720966682525149797439161417167274652588708998919924548944097388797479720663683517298839612635172294560
